#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2022-07-08T00:50:59 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ62c77f2d143f3	
#INFO	-out.max=unlimited	
#INFO	queryParameters=19	
#-oc.form=dec
#-out.max=unlimited
#-out.add=_RAJ,_DEJ
#-nav=cat:J/AJ/157/12&tab:{J/AJ/157/12/table3}&key:source=J/AJ/157/12/table3&HTTPPRM:&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/AJ/157/12/table3
#-order=I
#-out=GLON
#-out=GLAT
#-out=RAJ2000
#-out=DEJ2000
#-out=Diam-a
#-out=Diam-b
#-out=Name
#-out=Class1
#-out=Class2
#

#RESOURCE=yCat_51570012
#Name: J/AJ/157/12
#Title: Star clusters, associations, & candidates in the MW (Bica+, 2019)
#Table	J_AJ_157_12_table3:
#Name: J/AJ/157/12/table3
#Title: Clusters, candidates and alike objects
#Column	_RAJ2000	(F9.5)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F9.5)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
#Column	GLON	(F6.2)	Galactic longitude	[ucd=pos.galactic.lon]
#Column	GLAT	(F6.2)	Galactic latitude	[ucd=pos.galactic.lat]
#Column	RAJ2000	(A8)	Hour of Right Ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A9)	Degree of Declination (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	Diam-a	(F7.2)	[0.01/4560] Major axis diameter	[ucd=phys.angSize]
#Column	Diam-b	(F7.2)	[0.01/2400] Minor axis diameter	[ucd=phys.angSize]
#Column	Name	(a112)	Chronologically ordered cross-identified designation(s)	[ucd=meta.id.cross]
#Column	Class1	(a5)	Object type (G1)	[ucd=src.class]
#Column	Class2	(A5)	Possible second object type (G1)	[ucd=src.class]
_RAJ2000|_DEJ2000|GLON|GLAT|RAJ2000|DEJ2000|Diam-a|Diam-b|Name|Class1|Class2
170.30833|-58.23611|291.27|  2.58|11 21 14|-58 14 10|   5.00|   5.00|ESO 129-19,MWSC 1936                                                                                            |lPOCR|OC
169.67083|-59.15333|291.28|  1.60|11 18 41|-59 09 12|  21.00|  21.00|HD 98329 Group                                                                                                  |Ast  |
168.89167|-60.24222|291.29|  0.44|11 15 34|-60 14 32|   5.00|   5.00|Hogg 13,OCL 853,ESO 129-17,MWSC 1927                                                                            |EC   |
168.10833|-61.21556|291.30| -0.60|11 12 26|-61 12 56|  30.00|  18.00|NGC 3576 Association,MWSC 1917                                                                                  |Assoc|
170.04167|-58.86667|291.35|  1.93|11 20 10|-58 52 00|  12.00|  12.00|Loden 336,OCL 852.1,MWSC 1934                                                                                   |EC   |
183.63333|-20.55806|291.37| 41.48|12 14 32|-20 33 29| 168.00| 168.00|Santa 50                                                                                                        |Ast  |
170.62500|-58.33833|291.46|  2.54|11 22 30|-58 20 18|  36.00|  36.00|Slotegraaf 35                                                                                                   |Ast  |
159.72917|-69.04028|291.50| -9.15|10 38 55|-69 02 25|   8.00|   6.50|ESO 62-11                                                                                                       |OC   |lPOCR
168.63750|-61.28500|291.56| -0.57|11 14 33|-61 17 06|  34.00|  27.00|RM 28,LMR 169                                                                                                   |Assoc|
170.45833|-58.91000|291.58|  1.97|11 21 50|-58 54 36|   2.00|   2.00|Teutsch J1121.8-5854                                                                                            |lPOCR|Ast
170.76250|-58.54722|291.60|  2.36|11 23 03|-58 32 50|   2.50|   2.50|BH 118,ESO 129-20,MWSC 1939                                                                                     |OC   |
168.78333|-61.25944|291.61| -0.52|11 15 08|-61 15 34|   1.90|   1.90|NGC 3603,Collinder 244,OCL 854,BH 115,ESO 129-16,MDF 15,FSR 1576,MWSC 1926                                      |EC   |
168.79583|-61.27917|291.63| -0.54|11 15 11|-61 16 45|   0.30|   0.30|Nurnberger 1                                                                                                    |EC   |
142.09583|-76.09694|291.65|-17.90|09 28 23|-76 05 49|   9.00|   9.00|FSR 1577,MWSC 1673                                                                                              |lPOCR|OC
171.41667|-58.25333|291.83|  2.76|11 25 40|-58 15 12|  23.00|  23.00|HD 99415 Group                                                                                                  |Ast  |
169.14167|-61.49972|291.87| -0.68|11 16 34|-61 29 59|   2.50|   2.50|DBSB 66,MWSC 1928                                                                                               |EC   |
171.17083|-58.94139|291.93|  2.07|11 24 41|-58 56 29|   1.50|   1.50|DBSB 64,MWSC 1941                                                                                               |EC   |
167.28333|-63.83972|291.94| -3.17|11 09 08|-63 50 23|   5.50|   4.00|BH 111,ESO 93-5,MWSC 1901                                                                                       |OC   |
027.79167|-63.36167|292.00|-52.48|01 51 10|-63 21 42|  33.00|  33.00|HD 11381 Group                                                                                                  |Ast  |
138.41250|-77.43583|292.12|-19.42|09 13 39|-77 26 09|   9.00|   9.00|FSR 1579,MWSC 1638                                                                                              |OC   |lPOCR
095.25000|-80.39583|292.14|-27.99|06 21 00|-80 23 45|   5.50|   5.50|SMASH 1                                                                                                         |MHC  |
171.92083|-58.49250|292.16|  2.62|11 27 41|-58 29 33|   8.00|   7.00|FSR 1580,MWSC 1944                                                                                              |OC   |lPOCR
169.88750|-61.61472|292.24| -0.67|11 19 33|-61 36 53|  11.00|   9.00|RMM 28b                                                                                                         |ECC  |
140.24583|-77.28250|292.27|-19.02|09 20 59|-77 16 57|   6.50|   6.50|E 3,ESO 37-1,MWSC 1654                                                                                          |GC   |
170.46250|-60.99500|292.29|  0.01|11 21 51|-60 59 42|   5.00|   5.00|Alessi J1121.8-6059                                                                                             |Ast  |
169.36250|-62.72500|292.39| -1.79|11 17 27|-62 43 30|  12.00|  12.00|IC 2714,Melotte 104,Collinder 245,OCL 855,BH 116,ESO 129-18,FSR 1582,MWSC 1930,MWSC 1929                        |OC   |
172.93750|-57.62278|292.40|  3.61|11 31 45|-57 37 22|   5.00|   5.00|FSR 1583,MWSC 1953                                                                                              |lPOCR|OC
171.27917|-60.23500|292.41|  0.86|11 25 07|-60 14 06|   2.00|   2.00|Teutsch J1125.1-6014                                                                                            |lPOCR|Ast
167.30833|-65.04583|292.42| -4.28|11 09 14|-65 02 45|   4.00|   4.00|FSR 1584,MWSC 1900                                                                                              |lPOCR|OC
170.04583|-62.03111|292.45| -1.03|11 20 11|-62 01 52|   6.00|   6.00|Maj 138,Majaess 138                                                                                             |EC   |
130.50000|-79.01667|292.46|-21.65|08 42 00|-79 01 00|  25.00|  25.00|eta Chamaeleontis,Mamajek 1,MWSC 1535                                                                           |OC   |
177.53333|-48.23806|292.50| 13.38|11 50 08|-48 14 17|  15.00|  15.00|NGC 3909,ESO 217-8,MWSC 1979,MWSC 1980                                                                          |OC   |
172.72083|-58.45111|292.54|  2.79|11 30 53|-58 27 04|   7.00|   7.00|Loden 372,OCL 853.1,ESO 129-24,MWSC 1952                                                                        |OC   |
168.46667|-64.48806|292.67| -3.58|11 13 52|-64 29 17|   5.00|   5.00|FSR 1585,MWSC 1923                                                                                              |OC   |
172.57917|-59.37750|292.76|  1.88|11 30 19|-59 22 39|   2.00|   2.00|Teutsch J1130.3-5922                                                                                            |OCC  |Ast
170.69583|-62.32083|292.84| -1.20|11 22 47|-62 19 15|   5.00|   5.00|FSR 1586,SAI 115,MWSC 1938                                                                                      |OC   |
169.92083|-63.48250|292.90| -2.41|11 19 41|-63 28 57|   6.00|   6.00|Melotte 105,Collinder 246,OCL 856,BH 117,ESO 93-7,FSR 1587,MWSC 1933                                            |OC   |
172.56667|-59.96250|292.93|  1.32|11 30 16|-59 57 45|   4.00|   4.00|DBSB 63,MWSC 1949                                                                                               |EC   |
171.20417|-62.22361|293.03| -1.03|11 24 49|-62 13 25|   4.00|   4.00|Maj 139,Majaess 139                                                                                             |EC   |
172.62917|-60.23167|293.04|  1.08|11 30 31|-60 13 54|   4.50|   4.50|Teutsch 71,DSH J1130.5-6013                                                                                     |EC   |
144.15000|-77.48000|293.04|-18.53|09 36 36|-77 28 48|  27.00|  27.00|MWSC 4140                                                                                                       |OC   |
171.41667|-62.17889|293.11| -0.95|11 25 40|-62 10 44|   8.00|   8.00|Maj 140,Majaess 140                                                                                             |EC   |
171.92083|-61.57250|293.14| -0.30|11 27 41|-61 34 21|  30.00|  30.00|Cen IV Group                                                                                                    |Ast  |
166.20417|-67.95222|293.16| -7.12|11 04 49|-67 57 08|   2.00|   2.00|Ruprecht 163,OCL 857,ESO 63-5,MWSC 1886                                                                         |lPOCR|OC
172.63333|-60.73417|293.20|  0.60|11 30 32|-60 44 03|   2.50|   2.50|Ruprecht 164,OCL 858,BH 119,ESO 129-23,FSR 1588,MWSC 1951                                                       |OC   |cPOCR
188.32917| +0.64889|293.28| 61.88|12 33 19|+00 38 56|   1.00|   1.00|Brosch 1,Virgo Diamond,MWSC 2045                                                                                |Ast  |cPOCR
172.94167|-60.73111|293.34|  0.65|11 31 46|-60 43 52|   3.00|   3.00|Teutsch J1131.7-6043                                                                                            |Ast  |lPOCR
166.44583|-68.23250|293.36| -7.35|11 05 47|-68 13 57|   1.00|   1.00|Juchert J1105.7-6814                                                                                            |lPOCR|Ast
171.87083|-62.38194|293.37| -1.08|11 27 29|-62 22 55|  10.00|  10.00|Maj 141,Majaess 141                                                                                             |EC   |
173.17500|-60.72000|293.44|  0.70|11 32 42|-60 43 12|  13.00|  13.00|Loden 402,MWSC 1954                                                                                             |OC   |
165.27500|-69.45306|293.47| -8.63|11 01 06|-69 27 11|  50.00|  50.00|Car III Group                                                                                                   |Ast  |
169.92500|-65.22056|293.50| -4.04|11 19 42|-65 13 14|   1.80|   1.80|ESO 93-8,MWSC 1932                                                                                              |OC   |
172.52917|-62.05333|293.56| -0.68|11 30 07|-62 03 12|   1.20|   1.20|DBSB 67,MWSC 1948                                                                                               |EC   |
026.62083|-64.79667|293.60|-51.32|01 46 29|-64 47 48|   9.00|   9.00|Streicher 27                                                                                                    |Ast  |
172.07917|-63.00667|293.66| -1.64|11 28 19|-63 00 24|   2.00|   2.00|Bica 445                                                                                                        |EC   |
172.14583|-62.96194|293.68| -1.59|11 28 35|-62 57 43|   1.40|   1.10|Bica 446                                                                                                        |EC   |
182.91667|-34.74611|293.73| 27.41|12 11 40|-34 44 46|   5.00|   5.00|Cmg 1100                                                                                                        |EC   |
170.97917|-64.65250|293.74| -3.35|11 23 55|-64 39 09|   1.00|   1.00|Teutsch 228                                                                                                     |lPOCR|
132.75000|-80.15833|293.74|-21.93|08 51 00|-80 09 30|  22.00|  22.00|Streicher 21                                                                                                    |Ast  |lPOCR
172.23750|-63.10167|293.76| -1.71|11 28 57|-63 06 06|   2.00|   2.00|Bica 447                                                                                                        |EC   |
172.22917|-63.10306|293.78| -1.71|11 28 55|-63 06 11|   2.50|   2.20|DBSB 68,MWSC 1946                                                                                               |EC   |
145.95000|-78.20139|293.86|-18.79|09 43 48|-78 12 05|  19.00|  19.00|MWSC 5680                                                                                                       |OC   |
172.54583|-63.07500|293.88| -1.64|11 30 11|-63 04 30|   0.90|   0.90|Bica 448                                                                                                        |EC   |
172.97083|-62.57833|293.92| -1.11|11 31 53|-62 34 42|  12.00|  12.00|Karhula 6                                                                                                       |Ast  |EGr
174.02500|-61.00667|293.93|  0.54|11 36 06|-61 00 24|  40.00|  40.00|Slotegraaf 37                                                                                                   |Ast  |
172.67917|-63.08611|293.94| -1.63|11 30 43|-63 05 10|   1.30|   1.30|Bica 449                                                                                                        |OC   |
173.17083|-62.35444|293.94| -0.87|11 32 41|-62 21 16|  20.00|  20.00|Maj 142,Majaess 142                                                                                             |EC   |
143.25000|-78.96639|294.03|-19.71|09 33 00|-78 57 59|  19.00|  19.00|MWSC 5679                                                                                                       |OC   |
172.65417|-63.42500|294.03| -1.95|11 30 37|-63 25 30|  16.00|  16.00|Ruprecht 94,OCL 859,Loden 422,ESO 94-2,MWSC 1950                                                                |EC   |
172.79583|-63.26667|294.05| -1.78|11 31 11|-63 16 00|  11.00|  11.00|Loden 421                                                                                                       |EGr  |
172.94167|-63.23778|294.10| -1.74|11 31 46|-63 14 16|   6.00|   6.00|Bica 450                                                                                                        |EC   |
183.60417|-35.03444|294.11| 27.22|12 14 25|-35 02 04|  10.00|  10.00|Cmg 1101                                                                                                        |EC   |
174.05833|-61.60500|294.11| -0.02|11 36 14|-61 36 18|  12.00|  12.00|NGC 3766,Melotte 107,Collinder 248,OCL 860,BH 120,ESO 129-27,FSR 1589,MWSC 1958                                 |EC   |
172.82083|-63.46194|294.12| -1.96|11 31 17|-63 27 43|  78.00|  78.00|CruOB1A                                                                                                         |Assoc|
172.62083|-63.81833|294.15| -2.34|11 30 29|-63 49 06|   2.50|   2.00|Bica 456                                                                                                        |EGr  |
172.65417|-63.80444|294.15| -2.32|11 30 37|-63 48 16|   5.00|   5.00|Bica 451                                                                                                        |ECC  |
173.00833|-63.41889|294.19| -1.90|11 32 02|-63 25 08|   3.00|   3.00|Bica 452                                                                                                        |EC   |
172.80417|-63.83722|294.23| -2.33|11 31 13|-63 50 14|   1.00|   1.00|Bica 453                                                                                                        |EC   |
173.21250|-63.45167|294.28| -1.91|11 32 51|-63 27 06|   2.50|   2.50|SPB 1                                                                                                           |EC   |
173.82917|-62.59306|294.29| -1.00|11 35 19|-62 35 35| 150.00| 120.00|CenOB2,Assoc 62                                                                                                 |Assoc|
173.51250|-63.19833|294.34| -1.63|11 34 03|-63 11 54|   3.00|   3.00|Bica 454                                                                                                        |EC   |
173.47500|-63.27944|294.35| -1.71|11 33 54|-63 16 46|   1.20|   0.90|DBSB 69,MWSC 1956                                                                                               |EC   |
177.63750|-55.66972|294.36|  6.18|11 50 33|-55 40 11|   8.00|   6.50|NGC 3960,Melotte 108,Collinder 250,OCL 861,BH 123,ESO 170-14,FSR 1590,MWSC 1982                                 |OC   |
141.54583|-79.74000|294.40|-20.46|09 26 11|-79 44 24|  22.00|  22.00|MWSC 4137                                                                                                       |OC   |
294.43333|-13.57639|294.43| -1.58|19 37 44|-13 34 35|  55.00|  31.00|LMR 170                                                                                                         |Assoc|
169.77500|-68.04167|294.44| -6.71|11 19 06|-68 02 30|   3.00|   3.00|Juchert J1119.1-6802                                                                                            |lPOCR|Ast
174.44583|-62.17806|294.45| -0.52|11 37 47|-62 10 41|   1.40|   1.40|Bica 455                                                                                                        |EC   |
174.05417|-62.95000|294.50| -1.32|11 36 13|-62 57 00|  20.00|  20.00|IC 2944 Cluster,OCL 862,MWSC 1957                                                                               |EC   |
173.88333|-63.24583|294.51| -1.62|11 35 32|-63 14 45|   4.00|   4.00|SPB 2                                                                                                           |EC   |
174.23750|-62.74417|294.52| -1.10|11 36 57|-62 44 39|   2.30|   2.30|FSR 1591,MWSC 1959                                                                                              |OC   |
175.37917|-61.02000|294.56|  0.71|11 41 31|-61 01 12|  24.00|  24.00|ASCC 67,MWSC 1963                                                                                               |OC   |
184.18333|-32.98694|294.59| 29.32|12 16 44|-32 59 13|  16.00|  16.00|MWSC 5149                                                                                                       |OC   |
173.63750|-63.96694|294.62| -2.34|11 34 33|-63 58 01|   0.50|   0.50|Bica 457                                                                                                        |EC   |
174.95417|-62.15833|294.68| -0.44|11 39 49|-62 09 30|   3.00|   3.00|Bica 458                                                                                                        |EC   |
174.99167|-62.21889|294.71| -0.49|11 39 58|-62 13 08|  25.00|  25.00|Loden 442                                                                                                       |ECC  |
174.54167|-63.19417|294.78| -1.49|11 38 10|-63 11 39|   6.00|   6.00|BRCC 2                                                                                                          |EC   |
174.52500|-63.33722|294.81| -1.63|11 38 06|-63 20 14|  10.00|  10.00|BH 121,ESO94-4,BRCC 1,MWSC 1960                                                                                 |EC   |
175.90417|-61.13917|294.83|  0.66|11 43 37|-61 08 21|   6.00|   4.50|Ruprecht 95,OCL 863,ESO 129-30,MWSC 1966                                                                        |OC   |
174.57500|-63.34694|294.84| -1.63|11 38 18|-63 20 49|   1.50|   1.00|Bica 459                                                                                                        |EC   |
174.61250|-63.34389|294.85| -1.62|11 38 27|-63 20 38|   7.00|   7.00|FSR 1592                                                                                                        |EC   |
185.13333|-29.14528|294.86| 33.24|12 20 32|-29 08 43|  30.00|  30.00|Juchert J1220.5-2908                                                                                            |Ast  |
174.62917|-63.34306|294.86| -1.61|11 38 31|-63 20 35|  36.00|  26.00|CruOB1B                                                                                                         |Assoc|
176.04167|-61.08083|294.88|  0.73|11 44 10|-61 04 51|   4.00|   3.00|ESO 129-32,MWSC 1970                                                                                            |OC   |
174.45833|-63.71889|294.89| -2.00|11 37 50|-63 43 08|   1.00|   1.00|Bica 460                                                                                                        |EC   |
174.68333|-63.40667|294.90| -1.67|11 38 44|-63 24 24|  30.00|  24.00|IC 2948,Collinder 249,OCL 864                                                                                   |EGr  |Assoc
175.02917|-62.85444|294.90| -1.10|11 40 07|-62 51 16| 150.00| 108.00|CruOB1,Cru I,Assoc 63,MWSC 1962                                                                                 |Assoc|
173.78750|-64.83750|294.93| -3.16|11 35 09|-64 50 15|   1.30|   1.30|Riddle 14,DSH J1135.1-6450                                                                                      |OC   |cPOCR
174.74583|-63.47889|294.95| -1.73|11 38 59|-63 28 44|   0.90|   0.70|VVV 5,VVV-CL 005                                                                                                |EC   |
175.40000|-62.41917|294.95| -0.64|11 41 36|-62 25 09|   5.00|   5.00|Bica 5,PB 1,Pavani-Bica 1,MWSC 1964                                                                             |EC   |
174.80417|-63.48444|294.97| -1.73|11 39 13|-63 29 04|   1.00|   0.70|LS 1,La Serena 1                                                                                                |EC   |
175.37917|-62.54167|294.97| -0.76|11 41 31|-62 32 30|   3.00|   3.00|Teutsch J1141.5-6232                                                                                            |OCC  |Ast
174.83750|-63.46583|294.98| -1.71|11 39 21|-63 27 57|  15.00|  15.00|BH 122,ESO94-5,BRCC 3,MWSC 1961                                                                                 |EC   |
175.54167|-62.33694|294.99| -0.54|11 42 10|-62 20 13|   1.20|   1.20|SHU 3,LS 4,La Serena 4                                                                                          |EC   |
174.84167|-63.46972|294.99| -1.72|11 39 22|-63 28 11|   1.00|   0.80|LS 2,La Serena 2                                                                                                |EC   |
175.48333|-62.49722|295.00| -0.70|11 41 56|-62 29 50|   5.50|   4.00|Lynga 15,C1140-622,MWSC 1965                                                                                    |EC   |
174.92083|-63.45444|295.02| -1.69|11 39 41|-63 27 16|   0.90|   0.90|Bica 461                                                                                                        |EC   |
177.87500|-58.05167|295.04|  3.89|11 51 30|-58 03 06|  14.00|  14.00|Teutsch J1151.5-5803                                                                                            |Ast  |lPOCR
167.87500|-71.43667|295.08|-10.11|11 11 30|-71 26 12|   8.00|   8.00|Bica 462                                                                                                        |EC   |
175.11250|-63.46500|295.11| -1.68|11 40 27|-63 27 54|   1.00|   1.00|SHU 4,LS 3,La Serena 3                                                                                          |EC   |
175.85417|-62.42861|295.15| -0.59|11 43 25|-62 25 43|   0.70|   0.70|MWM 1,LS 5,La Serena 5                                                                                          |EC   |
175.86667|-62.45556|295.17| -0.61|11 43 28|-62 27 20|   0.70|   0.70|LS 6,La Serena 6                                                                                                |EC   |
175.87083|-62.49667|295.18| -0.65|11 43 29|-62 29 48|  12.00|   9.00|LMR 171                                                                                                         |Assoc|
175.90833|-62.42139|295.18| -0.57|11 43 38|-62 25 17|   1.00|   1.00|LS 7,La Serena 7                                                                                                |EC   |
175.95000|-62.51667|295.22| -0.66|11 43 48|-62 31 00|   6.00|   6.00|Stock 14,OCL 865,Loden 465,Loden 466,OCL 864.1,ESO 129-31,MWSC 1968,MWSC 1967                                   |EC   |
176.01667|-62.52500|295.24| -0.66|11 44 04|-62 31 30|  42.00|  42.00|CruOB1C                                                                                                         |EGr  |
176.42917|-61.96194|295.29| -0.07|11 45 43|-61 57 43|  18.00|  18.00|Cen I Group                                                                                                     |Ast  |
177.82917|-59.22806|295.30|  2.75|11 51 19|-59 13 41| 145.00| 145.00|CenR2                                                                                                           |Assoc|
176.51667|-61.87083|295.31|  0.03|11 46 04|-61 52 15|   2.00|   2.00|Teutsch 229                                                                                                     |OCC  |
176.26667|-62.51944|295.35| -0.62|11 45 04|-62 31 10|  10.00|  10.00|Loden 467,OCL 865.2,MWSC 1973                                                                                   |EC   |
176.14167|-62.67972|295.35| -0.80|11 44 34|-62 40 47|   1.10|   1.10|LS 8,La Serena 8                                                                                                |EC   |
174.18333|-65.81250|295.37| -4.04|11 36 44|-65 48 45|  10.00|  10.00|Maj 143,Majaess 143                                                                                             |EC   |
171.90833|-68.74389|295.43| -7.10|11 27 38|-68 44 38|   6.00|   6.00|FSR 1593,MWSC 1943                                                                                              |OC   |
177.74167|-60.11667|295.46|  1.87|11 50 58|-60 07 00|  16.00|  16.00|Teutsch J1150.9-6007                                                                                            |Ast  |
172.08333|-68.70389|295.47| -7.04|11 28 20|-68 42 14|   4.00|   4.00|FSR 1594,MWSC 1945                                                                                              |OCC  |
176.88750|-61.86917|295.48|  0.07|11 47 33|-61 52 09|   0.70|   0.70|VVV 103,VVV-CL 103                                                                                              |OCC  |
177.77500|-60.16833|295.49|  1.83|11 51 06|-60 10 06|   2.00|   2.00|Alessi J1151.1-6010                                                                                             |Ast  |
178.64167|-58.29028|295.49|  3.75|11 54 34|-58 17 25|   3.00|   2.00|Kronberger 9                                                                                                    |Ast  |lPOCR
176.71667|-62.30000|295.50| -0.36|11 46 52|-62 18 00|  18.00|  18.00|CruOB1D                                                                                                         |Assoc|
176.26667|-63.29611|295.56| -1.38|11 45 04|-63 17 46|   1.00|   1.00|SHU 5,LS 9,La Serena 9,Froebrich 97                                                                             |EC   |
176.77083|-62.64194|295.62| -0.69|11 47 05|-62 38 31|   3.50|   3.50|FSR 1595,LS 10,La Serena 10,MWSC 1976                                                                           |EC   |
177.68750|-61.19111|295.69|  0.82|11 50 45|-61 11 28|  18.00|  18.00|Loden 481,MWSC 1984                                                                                             |OC   |
177.20417|-62.19583|295.70| -0.21|11 48 49|-62 11 45|  10.00|   8.00|LMR 172                                                                                                         |Assoc|
177.15000|-62.28778|295.70| -0.30|11 48 36|-62 17 16|   3.10|   2.60|DBSB 70,MWSC 1977                                                                                               |EC   |
177.57083|-61.62806|295.73|  0.39|11 50 17|-61 37 41|   1.00|   1.00|SHU 102                                                                                                         |EC   |
177.30000|-62.20583|295.75| -0.21|11 49 12|-62 12 21|   2.00|   2.00|Bica 463                                                                                                        |EC   |
177.32083|-62.23000|295.76| -0.23|11 49 17|-62 13 48|   2.00|   2.00|Teutsch 230,FSR 1596                                                                                            |OC   |
177.32500|-62.22972|295.76| -0.23|11 49 18|-62 13 47|   5.00|   5.00|SAI 116,MWSC 1978                                                                                               |OC   |
179.17083|-58.34306|295.78|  3.76|11 56 41|-58 20 35|  16.00|  16.00|Loden 480,OCL 865.3,MWSC 1986                                                                                   |OC   |
177.87917|-61.28917|295.80|  0.75|11 51 31|-61 17 21| 470.00| 165.00|CenR3                                                                                                           |Assoc|
177.55417|-62.14556|295.85| -0.12|11 50 13|-62 08 44|   1.00|   1.00|LS 11,La Serena 11                                                                                              |EC   |
170.00000|-71.93833|295.89|-10.32|11 20 00|-71 56 18| 270.00| 270.00|HIP 55350 Association,Alessi 163                                                                                |Assoc|
177.68333|-62.14694|295.90| -0.10|11 50 44|-62 08 49|   7.00|   7.00|Ruprecht 96,OCL 866,ESO 130-2,MWSC 1983                                                                         |OC   |
170.09167|-71.93889|295.93|-10.32|11 20 22|-71 56 20|  13.00|  11.00|Bica 464                                                                                                        |EC   |
027.00833|-70.00417|295.98|-46.35|01 48 02|-70 00 15|   0.75|   0.75|BS 196,Bica-Schmitt 196                                                                                         |MHC  |
177.60417|-62.82028|296.03| -0.77|11 50 25|-62 49 13|   1.20|   1.20|LS 12,La Serena 12                                                                                              |OC   |
041.09167|-78.35500|296.05|-37.22|02 44 22|-78 21 18|   7.00|   7.00|Streicher 37                                                                                                    |Ast  |lPOCR
026.51250|-69.70833|296.08|-46.69|01 46 03|-69 42 30|   1.10|   1.10|BOGLEIV 1,OGLE-MBR-CL-0001                                                                                      |MHC  |
178.00000|-62.35167|296.10| -0.27|11 52 00|-62 21 06|  10.00|  10.00|Cen III Group                                                                                                   |Ast  |
176.39167|-65.54944|296.18| -3.54|11 45 34|-65 32 58|   4.00|   4.00|DBSB 71,MWSC 1974                                                                                               |EC   |
176.48750|-65.55889|296.22| -3.54|11 45 57|-65 33 32|   1.40|   1.40|DBSB 72,MWSC 1975                                                                                               |EC   |
179.57917|-59.61000|296.25|  2.57|11 58 19|-59 36 36|   7.00|   7.00|Ferrero 12                                                                                                      |ECC  |Ast
178.30000|-62.50500|296.27| -0.39|11 53 12|-62 30 18|   1.30|   1.30|LS 13,La Serena 13                                                                                              |EC   |
178.31250|-62.60889|296.30| -0.49|11 53 15|-62 36 32|   7.00|   7.00|Teutsch 77,GLIMPSE 26,DSH J1153.2-6236,Mercer 26,MWSC 1985                                                      |OC   |
178.56250|-62.86139|296.46| -0.71|11 54 15|-62 51 41|   0.70|   0.70|LS 14,La Serena 14                                                                                              |ECC  |
178.75000|-62.60722|296.49| -0.44|11 55 00|-62 36 26|   5.00|   5.00|Maj 145,Majaess 145                                                                                             |EC   |
176.17917|-67.08278|296.49| -5.05|11 44 43|-67 04 58|   3.50|   3.50|FSR 1597,MWSC 1971                                                                                              |lPOCR|OC
177.55417|-64.87111|296.49| -2.77|11 50 13|-64 52 16|   4.00|   3.50|DBSB 73,MWSC 1981                                                                                               |EC   |
178.69583|-63.12778|296.58| -0.96|11 54 47|-63 07 40|  20.00|  20.00|Maj 144,Majaess 144                                                                                             |EC   |
178.97083|-62.90972|296.66| -0.72|11 55 53|-62 54 35|   1.50|   1.50|LS 16,La Serena 16                                                                                              |OC   |
178.84583|-63.42500|296.71| -1.23|11 55 23|-63 25 30|   0.40|   0.30|LS 15,La Serena 15                                                                                              |EC   |
179.58750|-61.87083|296.72|  0.36|11 58 21|-61 52 15|   1.70|   1.70|Teutsch 78,DSH J1158.3-6152,GLIMPSE 27,Mercer 27                                                                |OC   |
178.46250|-64.34167|296.75| -2.16|11 53 51|-64 20 30|   0.70|   0.70|VVV 7,VVV-CL 007                                                                                                |EC   |
177.30000|-62.20750|296.75| -0.21|11 49 12|-62 12 27|   1.00|   1.00|VVV 6,VVV-CL 006                                                                                                |EC   |
179.03333|-63.23667|296.75| -1.03|11 56 08|-63 14 12|  15.00|  15.00|Alessi J1156.1-6314                                                                                             |lPOCR|Ast
179.01250|-63.31583|296.76| -1.11|11 56 03|-63 18 57|   1.20|   1.20|VVV 9,VVV-CL 009                                                                                                |OC   |
179.37500|-62.70833|296.79| -0.48|11 57 30|-62 42 30|   5.00|   4.00|Ruprecht 97,OCL 867,BH 124,ESO 130-3,MWSC 1997                                                                  |OC   |
178.87083|-63.94000|296.83| -1.73|11 55 29|-63 56 24|   1.20|   1.20|VVV 8,VVV-CL 008                                                                                                |OCC  |
188.92500|-12.02083|296.85| 50.67|12 35 42|-12 01 15|   7.00|   7.00|Canali 1,Canali's Cluster,Stargate,Reeves 2,Harrington 20,Ramakers 15                                           |Ast  |cPOCR
180.20417|-61.39028|296.91|  0.89|12 00 49|-61 23 25|  25.00|  25.00|Alessi 45,Alessi J1200.8-6123                                                                                   |Ast  |
180.87500|-59.89500|296.95|  2.42|12 03 30|-59 53 42|   3.00|   3.00|Karhula 7                                                                                                       |Ast  |ECC
181.04167|-59.71750|297.00|  2.61|12 04 10|-59 43 03|   1.00|   1.00|Teutsch J1204.1-5943                                                                                            |lPOCR|Ast
